x1 x2 y
-2.065511 -0.5442025 6.066507
0.7051582 0.1398776 6.078917
0.5755372 1.81596 13.43053
-1.889798 -0.5386819 -0.3677373
-0.7052467 -0.4510402 0.5308533
0.1509808 -1.102 -4.112796
-0.2744387 -0.7358424 0.005239015
-0.9618636 -2.053986 3.667215
0.9855539 -0.2425049 2.652103
-1.251294 -1.02073 7.477533
-1.630004 1.592927 -11.13211
0.9736798 -0.09414131 3.598592
1.308102 -1.602073 -13.68935
0.700696 0.6223663 11.2467
-0.9279751 0.8898334 -3.30008
-0.7268784 -0.2337573 2.61704
-0.1475405 1.106246 6.194995
-0.3496714 -0.2938065 0.356406
1.768153 0.8610539 9.747881
0.5676813 -0.5947648 -2.334614
0.7902247 0.4747043 7.169481
-0.4743733 0.7786791 -2.437224
-1.685282 -2.776375 14.79182
-0.1086561 -1.917615 -1.907235
1.196086 -1.825132 -20.77323
-0.1555338 0.5067704 2.203445
-1.419379 -2.055441 8.961545
1.513966 -0.0875394 1.653034
-0.5263346 -0.3701737 0.1325126
-0.2062629 -0.9104346 -0.9081425
-1.009834 -1.297511 3.443442
-1.168428 -0.988045 2.873836
0.1548162 -0.07126253 -0.04086425
1.024921 -0.269404 1.101889
-1.281614 -1.830049 9.794544
-1.057751 -0.4319585 1.664391
-1.105153 1.899831 -5.11434
-0.8693259 0.1973633 -1.725761
1.592494 1.619267 25.68097
-0.7628572 2.610598 -3.636284
1.924785 -1.041519 -11.78968
-0.9950697 1.002314 -5.601187
-0.5714765 0.9858355 3.17483
0.4543665 -1.501395 -8.343057
-1.003263 1.934763 -4.947276
1.593534 0.6019777 11.21629
0.572725 1.034261 6.604153
-0.2973067 -0.9089295 -3.768452
-0.6115369 -1.789645 -1.438024
-0.72428 0.5616343 -5.104391
-0.1465228 0.8004674 0.6365562
-1.008491 3.012339 -8.260648
-1.6226 -0.3332135 -1.16275
0.5252729 0.01519681 5.617566
0.5119778 -0.1656415 0.6728516
2.245251 -0.4743296 -4.198406
0.02265454 -0.06405172 0.2752602
0.04605175 -0.5760116 -1.973126
-0.8003373 -0.900663 0.1344786
-0.710309 -0.05714963 -0.2285103
0.2338265 -0.7709428 -1.762311
2.054636 1.4318 28.57243
1.901214 1.727578 30.77147
-0.6706581 0.4233972 0.7784422
-0.8009382 -0.7470707 1.0114
-0.9389773 -1.987358 2.742745
0.835469 -0.0720876 2.992014
-1.132564 -0.4850179 1.400984
1.245494 2.143204 25.12945
-0.312794 -1.000789 -1.525887
0.7860289 -0.6212314 -0.0310962
2.906985 2.744569 65.59915
-1.032553 -0.6122264 1.119963
-0.3626744 0.8188694 0.1648325
-1.102161 -0.5396287 4.050054
-0.7368332 1.252487 -4.740845
-1.115406 -0.179855 -2.39056
