x1 x2 y
-0.8722883 -1.44572 1.46641
-0.2912238 -0.3540783 -1.740004
-1.164795 -0.6672692 4.564329
-0.3283303 -0.1764222 2.149354
0.01214057 0.756646 4.743027
-0.62259 -1.037985 3.918241
2.898901 2.265276 51.03901
0.1380366 0.1660862 6.009523
0.8822534 1.320926 16.17253
-1.988068 -2.474256 19.72908
0.7533931 0.6910841 8.952652
-1.36929 -1.196544 4.624966
1.147755 0.6452724 9.453364
0.2181426 0.5579559 0.6879697
-0.1402947 -0.6541248 0.7928373
1.102344 1.479111 21.70961
-0.5959534 -0.7709988 4.431519
-0.3665948 -0.7652308 -0.006115551
-1.274297 -0.6771515 1.38155
-0.5622368 -0.7402831 0.5159526
0.8963008 0.9462039 13.01157
0.5738215 0.2716196 6.852267
0.8033722 1.156044 12.46317
-0.3996914 -0.3607899 2.212033
0.6759285 0.05775228 2.705181
0.2756581 0.200307 3.478979
-1.206073 -1.574215 7.628194
1.684005 1.782792 35.00892
-0.0991356 0.3612223 1.562531
0.7437705 0.7486567 6.738189
0.6570357 1.204868 11.57014
-0.6297935 0.5312228 -1.484933
-0.03664824 -0.5594958 0.6418097
0.6280052 1.114086 10.47867
-1.429105 -0.6124554 4.188336
2.143974 1.69887 30.319
-0.3765707 -0.3712659 -2.439242
1.47818 1.746342 27.81899
1.434132 1.513713 21.88516
-0.01438733 0.1761173 -0.3604472
0.7757182 0.3299989 2.929805
-0.8358965 -1.161316 0.5639825
-0.07125854 0.7009141 3.841471
1.09621 0.9381653 11.12292
0.2590902 -0.06595071 3.901498
-0.2932102 -0.5920656 0.1666701
-1.181271 -0.09708325 -0.5739403
-0.08764037 0.01761467 0.8372613
1.484749 0.5994302 10.51266
-0.2935517 -0.6498891 -0.7274726
-0.5001518 0.2642597 2.312413
-1.633379 -0.889364 1.103634
0.591612 0.3719811 6.793116
1.235865 1.313705 16.45284
1.674086 1.244184 22.0474
0.8597756 0.7283724 8.54526
-1.804333 -1.840557 9.103898
0.5108923 0.4287562 5.316153
0.4817617 0.4074102 3.086593
-0.628343 -0.06056101 2.038734
0.6915353 -0.3591901 -1.840322
-1.157892 -0.5264241 -2.813363
0.6582396 0.665825 5.235568
-0.4405321 -0.1971051 -1.095438
-1.126835 -1.931869 4.360247
-0.1319818 -0.5843116 -1.029356
1.203836 1.455938 17.10109
-0.2798837 -0.3717507 -0.8722221
0.9748016 0.4535912 7.619328
1.422675 0.4225606 6.392735
0.07187585 -0.0633012 2.446904
-0.5765129 -0.1102897 -0.1075059
-0.7362101 -0.2963566 -0.1288612
1.169355 0.2723701 1.994328
-1.499524 -0.5735362 0.838073
0.9232614 -0.4433081 -2.050429
-0.3406088 -0.2237293 1.79941
-2.309146 -2.105936 22.02302
-1.337946 -1.408409 7.867625
1.101537 0.6841131 7.550196
-0.1187212 -0.2541501 -1.410963
0.3455351 1.220352 7.703134
1.918736 1.760629 28.26914
1.53728 1.335844 17.19486
0.8075997 0.5126396 8.219865
0.1397091 0.6009745 3.722425
-0.7180935 0.3422602 0.3447367
1.465361 1.610516 20.51606
0.3699855 0.7922887 5.19474
-1.31512 -0.9726031 0.7839903
-0.3649731 0.06156995 -1.338894
-1.959318 -1.781325 13.13691
-0.259905 -0.1207245 -1.323708
-2.348677 -2.7047 24.31645
1.501303 1.060159 14.12046
-0.7971134 -0.441788 -2.675104
-0.4881453 -0.3500377 -1.726884
-0.08420959 -0.2458526 3.62584
0.9094957 0.2839373 3.908976
0.6486265 0.6737019 4.713907
0.1736914 0.9334508 2.309519
-0.5062017 -0.6098893 -0.2909967
-1.355401 -1.302142 4.184311
0.01746187 -0.775221 -0.8678216
0.3476687 0.1940857 2.117047
-0.9415584 -0.6629221 2.608531
-0.165378 0.03118233 2.172032
-1.251084 -1.025109 5.229629
0.0335001 -0.04969735 1.394923
0.1650409 0.08614449 3.902545
0.06260791 -0.3469719 -0.1991443
-0.08816695 -0.2313543 2.11784
1.636904 1.800892 27.04784
0.5329503 0.9536045 6.613038
1.225213 0.9413651 10.75456
-0.9138037 -0.885858 -0.04600559
0.2010644 0.1192968 0.4065781
1.372366 0.8788027 14.76953
0.3366768 -0.4468573 -0.6740964
-2.288724 -1.862164 15.14726
0.7037416 -0.03151349 0.3832065
-2.050528 -1.662913 15.39468
-0.7310727 -0.850189 0.2430889
1.340203 1.240756 14.88226
0.53813 0.6619672 5.339489
1.375792 0.7522628 12.40471
0.1515043 0.4461787 4.713214
0.0403298 -0.2550688 0.08386712
-0.9038727 -0.8979446 1.591893
1.344295 1.760866 21.09505
0.3154837 -0.2277418 2.109494
-1.163988 -0.2300538 -0.2116513
0.7256639 0.9609664 10.99218
0.7025674 1.391904 15.54204
1.891107 1.804204 31.02433
-0.5286024 -0.6468558 -0.5112882
-0.6311276 -0.130814 -1.693933
-0.2601255 -0.5512406 -1.466431
-0.5971091 -0.135182 -1.945165
-0.2099457 -0.5047496 0.4415018
-0.2350105 -0.341371 -2.948148
1.565253 1.245372 16.07184
-0.8897274 -0.470025 -1.015129
-0.3570171 -0.3996607 2.111656
0.5325243 0.7395034 6.892043
0.7678405 1.424745 12.38528
-0.7184188 -0.7867023 1.933322
-0.09859581 -0.8918466 -2.048095
0.3654492 0.6552753 4.903582
0.9473036 1.036665 12.04279
-0.09068537 -0.3989245 2.016465
-1.385703 -1.401868 8.26356
2.100433 1.231257 26.9767
1.563579 1.233887 21.36261
-0.1733181 -1.21145 -1.06225
0.01459848 -0.1414385 4.351764
-1.968469 -1.461367 14.02469
0.6495107 0.4610838 8.136299
1.364784 1.778258 23.18664
-1.82101 -1.370638 6.141641
-0.8021971 -0.7174616 1.082394
-0.4161118 -0.8337721 -1.362358
-0.5869841 -0.7407854 0.762633
-1.799781 -2.163822 13.17438
0.6929553 0.2836024 6.258381
-1.531439 -1.454585 11.31793
-0.5615199 0.5127905 1.615669
0.7559402 0.3999998 7.009773
0.2918521 -0.6782061 -1.563816
0.8824772 0.8563673 14.23007
-0.328032 0.2779041 0.4715092
-0.7134482 -0.5490745 3.028887
0.4210287 0.8389577 9.628916
-0.4321587 -0.413537 0.2881072
1.878911 1.576544 20.75413
0.1759436 -0.2115384 -0.1659018
0.883808 0.7786345 10.14668
-0.008874008 0.4088101 -0.4212918
-2.750034 -3.113732 34.95361
-1.030028 -1.633014 5.945964
0.09017255 -0.9169 -7.658353
0.1204236 0.3411917 2.978069
-2.177394 -2.389414 20.15507
1.204264 0.6704284 8.946956
-0.6151482 -0.5630945 0.285431
-0.6164521 -0.8511759 0.4707767
-1.468277 -1.564169 7.644753
-1.447144 -1.387016 6.23601
0.09258526 0.0172257 0.1759033
0.7121927 0.2807511 4.983297
-1.953358 -2.136169 18.49641
-1.08323 -0.8746322 3.22855
0.02137498 1.023036 7.237162
-0.6193475 -0.2637844 -0.5995637
2.106078 2.115002 39.44947
0.6519611 1.776446 15.58902
1.074804 0.08603578 2.476049
-0.3281366 0.3376581 -0.9418419
0.0127352 0.5318392 6.402194
-0.362072 -1.013992 -2.217798
0.1224443 1.101787 7.261118
1.607994 1.277475 19.84109
0.9790742 1.13292 10.81402
-0.6907153 -0.8945896 -2.426194
-1.381535 -1.774237 5.208621
-0.3211982 0.1074399 -3.427184
0.2718941 0.5875575 2.496901
0.6466478 1.986924 17.90992
-1.500119 -1.070324 3.260528
0.4401708 0.2701455 6.877774
0.340524 0.1146509 1.913899
1.616987 0.7104601 11.3822
-0.01275223 -0.04165432 0.2835324
-0.2445746 -0.4519291 -1.35979
-1.101055 -1.134497 2.001399
-0.613179 -0.3954592 0.1621812
-0.185493 -0.5204161 -0.1885672
2.394843 2.187231 45.29662
2.413523 2.355645 48.08572
-0.3448248 0.01986029 1.882137
-1.026219 -1.008263 2.39531
-1.748249 -2.097709 11.60055
0.6528993 0.3503804 5.628219
-1.170884 -0.9550353 3.327822
2.077192 2.376429 41.09424
-0.7485274 -0.9778591 0.1849172
0.3428365 -0.1262502 3.237599
3.740868 3.686729 104.9723
-1.150886 -1.010777 2.874445
0.1028549 0.4967028 2.217819
-1.172623 -0.9851119 5.935122
0.007297507 0.6704042 0.5677661
-1.007078 -0.6952279 -0.722799
